Question,Answer,Label
What time framd does the Seven Years War cover?,declaration of war in 1756 to the signing of the peace treaty in 1763,1
What time framd does the Seven Years War cover?,1756 to the signing of the peace treaty in 1763,1
What time framd does the Seven Years War cover?,the official declaration of war in 1756 to the signing of the peace treaty in 1763,1
How long did the fighting last in Seven Years War?,six years,1
When was Montreal captured?,1760,1
What was first battle in 1754?,Battle of Jumonville Glen,1
What was first battle in 1754?,Jumonville Glen,1
What was French population in North America?,"about 75,000",1
What was French population in North America?,"75,000",1
Where were French North Americans settled?,"heavily concentrated along the St. Lawrence River valley, with some also in Acadia",1
Where were French North Americans settled?,along the St. Lawrence River valley,1
Where were French North Americans settled?,St. Lawrence River valley,1
Where did French fur trappers travel?,"St. Lawrence and Mississippi watersheds, did business with local tribes, and often married Indian women",1
Where did French fur trappers travel?,St. Lawrence and Mississippi watersheds,1
Where did French fur trappers travel?,throughout the St. Lawrence and Mississippi watersheds,1
Where did French fur trappers travel?,St. Lawrence and Mississippi,1
Where did French fur trappers travel?,the St. Lawrence and Mississippi watersheds,1
What was the ratio of British settler to French?,20 to 1,1
Where did British settlers live?,"from Nova Scotia and Newfoundland in the north, to Georgia in the south",1
Where did British settlers live?,eastern coast of the continent,1
Where did British settlers live?,"eastern coast of the continent,",1
Where did British settlers live?,eastern coast,1
Where were populations centered in colonies?,"along the coast, the settlements were growing into the interior",1
Where were populations centered in colonies?,along the coast,1
"In between French and British, what groups controlled land?",native tribes,1
What tribes were in Father Le Loutre's War?,Mi'kmaq and the Abenaki,1
What tribes were in Father Le Loutre's War?,the Mi'kmaq and the Abenaki,1
Where did Iroquois Confederation control?,present-day Upstate New York and the Ohio Country,1
Where did Iroquois Confederation control?,Upstate New York and the Ohio Country,1
Where did Iroquois Confederation control?,New York and the Ohio,1
What rule did some native live under?,"Iroquois rule, and were limited by them in authority to make agreements",1
What rule did some native live under?,Iroquois,1
What are the Siouan-speaking tribes?,"Catawba, Muskogee-speaking Creek and Choctaw",1
What are the Siouan-speaking tribes?,Catawba,1
What areas did French recruit natives from?,western portions of the Great Lakes region,1
What areas did French recruit natives from?,Great Lakes,1
What areas did French recruit natives from?,tribes in western portions of the Great Lakes region,1
What areas did French recruit natives from?,western portions of the Great Lakes,1
What tribes supported British?,"Iroquois Six Nations, and also by the Cherokee",1
What tribes supported British?,Iroquois,1
What tribes supported British?,the Iroquois Six Nations,1
What was Frensh military presence at start of war?,no French regular army troops were stationed in North America,1
What was Frensh military presence at start of war?,"no French regular army troops were stationed in North America,",1
What was Frensh military presence at start of war?,no French regular army,1
How much British military was in North America at start of War?,few British troops,1
How much British military was in North America at start of War?,few,1
How much British military was in North America at start of War?,not have any standing forces,1
What was normal British defense?,"mustered local militia companies, generally ill trained and available only for short periods, to deal with native threats, but did not have any standing forces.",1
What was normal British defense?,local militia companies,1
What was normal British defense?,militia support,1
What was extent of Celeron's expedition?,"about 3,000 miles (4,800 km) between June and November 1749.",1
What was extent of Celeron's expedition?,"about 3,000 miles",1
What was extent of Celeron's expedition?,"3,000 miles",1
Who was on Celeron's expedition?,200 Troupes de la marine and 30 Indians,1
Who was on Celeron's expedition?,Céloron,1
How did Celeron handle business on trip?,"British merchants or fur-traders, Céloron informed them of the French claims on the territory and told them to leave.",1
How did Celeron handle business on trip?,told them to leave,1
How did Celeron handle business on trip?,"Whenever he encountered British merchants or fur-traders, Céloron informed them of the French claims on the territory and told them to leave.",1
How did Celeron handle business on trip?,buried lead plates,1
How did Celeron handle business on trip?,"Whenever he encountered British merchants or fur-traders, Céloron informed them of the French claims on the territory and told them to leave",1
How did Natives in Logstown take Celeron's information?,informed Céloron that they owned the Ohio Country and that they would trade with the British regardless of the French,1
How did Natives in Logstown take Celeron's information?,informed Céloron that they owned the Ohio Country and that they would trade with the British,1
How did Natives in Logstown take Celeron's information?,they owned the Ohio Country,1
How did Natives in Logstown take Celeron's information?,they owned the Ohio Country and that they would trade with the British regardless of the French,1
Where did Old Briton call home?,village of Pickawillany,1
Where did Old Briton call home?,Pickawillany,1
How did Celeron handle meeting with Old Briton?,"threatened ""Old Briton"" with severe consequences if he continued to trade with the British",1
How did Celeron handle meeting with Old Briton?,"Céloron threatened ""Old Briton"" with severe consequences",1
How did Celeron handle meeting with Old Briton?,"threatened ""Old Briton"" with severe consequences",1
How did Celeron handle meeting with Old Briton?,threatened,1
How did Celeron handle meeting with Old Briton?,"Céloron threatened ""Old Briton""",1
What was Old Briton's response to Celeron?,ignored the warning.,1
What was Old Briton's response to Celeron?,ignored the warning,1
What was Old Briton's response to Celeron?,"""Old Briton"" ignored the warning",1
How did Celeron feel about Native relations?,"very badly disposed towards the French, and are entirely devoted to the English",1
How did Celeron feel about Native relations?,very badly disposed towards the French,1
How did Celeron feel about Native relations?,"are very badly disposed towards the French, and are entirely devoted to the English",1
How did Celeron feel about Native relations?,what way they could be brought back,1
How were leaders back in Europe feeling about news from Celeron expedition?,proposing that action be taken,1
How were leaders back in Europe feeling about news from Celeron expedition?,each side proposing that action be taken,1
How did William Shirley feel about French advancement?,British colonists would not be safe as long as the French were present,1
How did William Shirley feel about French advancement?,British colonists would not be safe,1
How did William Shirley feel about French advancement?,forceful,1
When did British government give land for development of Ohio Country?,1749,1
Who was given land by British goovernment for development of Ohio Country?,Ohio Company of Virginia,1
Who was given land by British goovernment for development of Ohio Country?,Ohio Company,1
Who explored Ohio territory in 1750?,Christopher Gist,1
What agreement was made for trade with natives and British?,Treaty of Logstown,1
What agreement was made for trade with natives and British?,1752 Treaty of Logstown,1
"According to agreement between Iroquois and British, where was a strong house to be built?","mouth of the Monongahela River (the site of present-day Pittsburgh, Pennsylvania)",1
"According to agreement between Iroquois and British, where was a strong house to be built?",mouth of the Monongahela River,1
"According to agreement between Iroquois and British, where was a strong house to be built?","Pittsburgh, Pennsylvania",1
"According to agreement between Iroquois and British, where was a strong house to be built?",the mouth of the Monongahela River,1
What was the North American portion of War of Austrian Succession?,King George's War,1
What was the end of the War of the Austrian Succession?,1748 with the signing of the Treaty of Aix-la-Chapelle,1
What was the end of the War of the Austrian Succession?,signing of the Treaty of Aix-la-Chapelle,1
What was the end of the War of the Austrian Succession?,1748,1
What was the end of the War of the Austrian Succession?,the Treaty of Aix-la-Chapelle,1
What issues were not addressed in the Treaty of Aix-la-Chapelle?,conflicting territorial claims between British and French,1
What issues were not addressed in the Treaty of Aix-la-Chapelle?,conflicting territorial claims between British and French colonies in North America,1
What issues were not addressed in the Treaty of Aix-la-Chapelle?,conflicting territorial claims,1
What issues were not addressed in the Treaty of Aix-la-Chapelle?,The issues of conflicting territorial claims between British and French colonies,1
"When a commission reached no decision, what happened?","Frontiers from between Nova Scotia and Acadia in the north, to the Ohio Country in the south, were claimed by both sides",1
"When a commission reached no decision, what happened?","Frontiers from between Nova Scotia and Acadia in the north, to the Ohio Country in the south, were claimed by both sides.",1
"When a commission reached no decision, what happened?",claimed by both sides,1
What Governor in charge of New France died in 1752?,Marquis de la Jonquière,1
How many were in Langlades expedition?,"300 men, including French-Canadians and warriors of the Ottawa",1
How many were in Langlades expedition?,300,1
How many were in Langlades expedition?,300 men,1
Was was the plan for Langlades mission?,punish the Miami people of Pickawillany for not following Céloron's orders to cease trading with the British,1
Was was the plan for Langlades mission?,punish the Miami people of Pickawillany,1
Was was the plan for Langlades mission?,punish the Miami people of Pickawillany for not following Céloron's orders,1
Was was the plan for Langlades mission?,punish the Miami people,1
Was was the plan for Langlades mission?,to punish the Miami people of Pickawillany,1
What was result of French attack of trading centre?,"capturing three traders and killing 14 people of the Miami nation, including Old Briton",1
What was result of French attack of trading centre?,capturing three traders and killing 14 people of the Miami nation,1
What was result of French attack of trading centre?,capturing three traders and killing 14 people,1
Who took command of French in spring of 1753?,Paul Marin de la Malgue,1
Where did Marin build first fort?,"Fort Presque Isle (near present-day Erie, Pennsylvania",1
Where did Marin build first fort?,Fort Presque Isle,1
Where did Marin build first fort?,"near present-day Erie, Pennsylvania",1
Where was Marin's second fort constructed?,"Fort Le Boeuf (present-day Waterford, Pennsylvania",1
Where was Marin's second fort constructed?,Fort Le Boeuf,1
Where was Marin's second fort constructed?,"present-day Waterford, Pennsylvania",1
What was Marin's orders?,protect the King's land in the Ohio Valley from the British,1
What was Marin's orders?,to protect the King's land in the Ohio Valley from the British,1
What was Marin's orders?,protect the King's land in the Ohio Valley,1
What was Marin's orders?,"he moved south, he drove off or captured British traders",1
What native chief travelled to French fort and threatened Marin?,Tanaghrisson,1
What native chief travelled to French fort and threatened Marin?,the Mingo,1
What was William Johnson's role in British military?,British Superintendent for Indian Affairs in the New York region and beyond,1
What was William Johnson's role in British military?,British Superintendent for Indian Affairs,1
What was William Johnson's Iroquois name?,"Warraghiggey, meaning ""He who does great things.""",1
What was William Johnson's Iroquois name?,Warraghiggey,1
What title did Iroquois give Johnson?,colonel of the Iroquois,1
What title did Iroquois give Johnson?,He who does great things,1
What title did Iroquois give Johnson?,He who does great things.,1
What title did Iroquois give Johnson?,honorary member of the Iroquois Confederacy,1
What title did Iroquois give Johnson?,Warraghiggey,1
Who was the speaker of the tribal council?,Mohawk Chief Hendrick,1
Who was the speaker of the tribal council?,Chief Hendrick,1
Governon Robert Dinwiddie had an investment in what significan company?,Ohio Company,1
Governon Robert Dinwiddie had an investment in what significan company?,"Ohio Company,",1
Governon Robert Dinwiddie had an investment in what significan company?,the Ohio Company,1
Who did Dinwiddie order to address French in Virginia territory?,Major George Washington,1
Who did Dinwiddie order to address French in Virginia territory?,George Washington,1
Who was added to party as Washington went on the way?,"Jacob Van Braam as an interpreter; Christopher Gist, a company surveyor working in the area; and a few Mingo led by Tanaghrisson",1
Who was added to party as Washington went on the way?,Jacob Van Braam,1
When did Washington reach Fort Le Boeuf?,December 12,1
Who invited Washington to dine with him?,Jacques Legardeur de Saint-Pierre,1
What letter did Washington present to  Saint-Pierre ?,Dinwiddie demanding an immediate French withdrawal from the Ohio Country,1
What letter did Washington present to  Saint-Pierre ?,Dinwiddie,1
What letter did Washington present to  Saint-Pierre ?,from Dinwiddie demanding an immediate French withdrawal from the Ohio Country,1
What letter did Washington present to  Saint-Pierre ?,immediate French withdrawal,1
What letter did Washington present to  Saint-Pierre ?,the letter from Dinwiddie,1
How did Saint-Pierre respond to Washington?,"As to the Summons you send me to retire, I do not think myself obliged to obey it.",1
How did Saint-Pierre respond to Washington?,"said, ""As to the Summons you send me to retire, I do not think myself obliged to obey it.""",1
How did Saint-Pierre respond to Washington?,"""As to the Summons you send me to retire, I do not think myself obliged to obey it.""",1
How did Saint-Pierre respond to Washington?,I do not think myself obliged to obey,1
Why did French feel they had right to Ohio claim?,France's claim to the region was superior to that of the British,1
Why did French feel they had right to Ohio claim?,Sieur de La Salle had explored the Ohio Country nearly a century earlier,1
Why did French feel they had right to Ohio claim?,"René-Robert Cavelier, Sieur de La Salle had explored the Ohio Country nearly a century earlier.",1
Why did French feel they had right to Ohio claim?,"René-Robert Cavelier, Sieur de La Salle had explored the Ohio Country",1
Why did French feel they had right to Ohio claim?,"René-Robert Cavelier, Sieur de La Salle had explored the Ohio Country nearly a century earlier",1
How many men did Duquesne send to relieve  Saint-Pierre ?,"Contrecœur led 500 men south from Fort Venango on April 5, 1754",1
How many men did Duquesne send to relieve  Saint-Pierre ?,40,1
How many men did Duquesne send to relieve  Saint-Pierre ?,additional French forces,1
How many men did Duquesne send to relieve  Saint-Pierre ?,40 men,1
When did British begin to build fort under William Trent?,early months of 1754,1
When did British begin to build fort under William Trent?,1754,1
What was the fort that was being built to be named?,Fort Duquesne.,1
What was the fort that was being built to be named?,Fort Duquesne,1
"Upon learning of a French scounting party in the area, what did Washington do?","with Tanaghrisson and his party, surprised the Canadians on May 28 in what became known as the Battle of Jumonville Glen",1
"Upon learning of a French scounting party in the area, what did Washington do?",killed many of the Canadians,1
"Upon learning of a French scounting party in the area, what did Washington do?",surprised the Canadians on May 28,1
"Upon learning of a French scounting party in the area, what did Washington do?",Battle of Jumonville Glen,1
What were casualties of battle?,"killed many of the Canadians, including their commanding officer, Joseph Coulon de Jumonville",1
What were casualties of battle?,"many of the Canadians, including their commanding officer, Joseph Coulon de Jumonville",1
What were casualties of battle?,"Canadians, including their commanding officer",1
Why was Tanaghrisson supporting British efforts?,"regain authority over his own people. They had been inclined to support the French, with whom they had long trading relationships",1
Why was Tanaghrisson supporting British efforts?,gain the support of the British and regain authority over his own people,1
Why was Tanaghrisson supporting British efforts?,had promised,1
Why was Tanaghrisson supporting British efforts?,regain authority over his own people,1
Why was Tanaghrisson supporting British efforts?,to gain the support of the British and regain authority over his own people,1
What was the goal of Braddock's expedition?,dislodge the French,1
When did French learn about Braddock's plans?,plans leaked to France well before Braddock's departure,1
When did French learn about Braddock's plans?,before Braddock's departure,1
When did French learn about Braddock's plans?,well before Braddock's departure for North America,1
How did King Louis XV respond to British plans?,dispatched six regiments to New France under the command of Baron Dieskau in 1755.,1
How did King Louis XV respond to British plans?,dispatched six regiments to New France,1
How did King Louis XV respond to British plans?,dispatched six regiments to New France under the command of Baron Dieskau in 1755,1
How did King Louis XV respond to British plans?,six regiments to New France,1
What were British plans against French?,"blockade French ports, sent out their fleet in February 1755",1
What were British plans against French?,blockade French ports,1
What political response was convening in June/July 1754?,Albany Congress,1
What political response was convening in June/July 1754?,the opening of hostilities,1
What was the goal of congress?,"formalize a unified front in trade and negotiations with various Indians, since allegiance of the various tribes and nations was seen to be pivotal",1
What was the goal of congress?,formalize a unified front in trade and negotiations with various Indians,1
What was the goal of congress?,unified front in trade and negotiations with various Indians,1
What was the goal of congress?,to formalize a unified front in trade and negotiations with various Indians,1
Was the plan formalized?,The plan that the delegates agreed to was never ratified by the colonial legislatures nor approved of by the crown,1
Was the plan formalized?,was never ratified,1
Was the plan formalized?,never ratified,1
Was the plan formalized?,The plan that the delegates agreed to was never ratified,1
What was the importance of the congress?,format of the congress and many specifics of the plan became the prototype for confederation during the War of Independence,1
What was the importance of the congress?,became the prototype for confederation during the War of Independence,1
What was the importance of the congress?,prototype for confederation,1
Who went to Fort Dusquesne in June 1755?,"Braddock (with George Washington as one of his aides) led about 1,500 army troops",1
Who went to Fort Dusquesne in June 1755?,Braddock,1
Who went to Fort Dusquesne in June 1755?,Braddock (with George Washington,1
How much success did this expedition with Braddock find?,The expedition was a disaster,1
How much success did this expedition with Braddock find?,disaster,1
How much success did this expedition with Braddock find?,was a disaster,1
How many casualties did British get?,"Approximately 1,000 British soldiers were killed or injured.",1
How many casualties did British get?,"Approximately 1,000",1
How many casualties did British get?,"1,000 British soldiers",1
How many casualties did British get?,"1,000",1
What future Revolutionary key figures participated in this attack?,Washington and Thomas Gage,1
What future Revolutionary key figures participated in this attack?,George Washington,1
Whose activities were the French able to gain knowledge of?,Shirley and Johnson.,1
Whose activities were the French able to gain knowledge of?,British,1
Whose activities were the French able to gain knowledge of?,British war plans,1
Whose activities were the French able to gain knowledge of?,Shirley and Johnson,1
What difficulties was Shirly having?,"efforts to fortify Oswego were bogged down in logistical difficulties, exacerbated by Shirley's inexperience",1
What difficulties was Shirly having?,logistical,1
What difficulties was Shirly having?,logistical difficulties,1
Where was Shirey going to be when Fort Oswego was to be attacked?,planned to attack Fort Niagara,1
Where was Shirey going to be when Fort Oswego was to be attacked?,Fort Niagara,1
Who did Shirley leave at Oswego?,garrisons,1
Who was New France's governor?,Marquis de Vaudreuil.,1
Who was New France's governor?,Marquis de Vaudreuil,1
Who was New France's governor?,the Marquis de Vaudreuil,1
How did Vaudreuil react when Johnson was seen as larger threat?,sent Dieskau to Fort St. Frédéric to meet that threat,1
How did Vaudreuil react when Johnson was seen as larger threat?,sent Dieskau to Fort St. Frédéric,1
Who won the battle of Lake George?,"inconclusively, with both sides withdrawing from the field",1
Who won the battle of Lake George?,The battle ended inconclusively,1
Who won the battle of Lake George?,ended inconclusively,1
Who won the battle of Lake George?,both sides withdrawing from the field,1
Where did Johnson stop?,Fort William Henry,1
Where was French withdrawal to?,"Ticonderoga Point,",1
Where was French withdrawal to?,Ticonderoga Point,1
Who captured Fort Beausejour?,Colonel Monckton,1
Who captured Fort Beausejour?,British,1
How were British able to cut supplies to Louisbourg?,deportation of the French-speaking Acadian population from the area.,1
How were British able to cut supplies to Louisbourg?,deportation of the French-speaking Acadian population from the area,1
How were British able to cut supplies to Louisbourg?,captured Fort Beauséjour,1
How were British able to cut supplies to Louisbourg?,the deportation of the French-speaking Acadian population,1
What other clashes were involved in taking Louisbourg?,Petitcodiac in 1755 and at Bloody Creek near Annapolis Royal in 1757,1
What other clashes were involved in taking Louisbourg?,deportation of the French-speaking Acadian population from the area,1
What other clashes were involved in taking Louisbourg?,Petitcodiac in 1755 and at Bloody Creek,1
"After Braddock died, who controlled North American British forces?",William Shirley,1
In what meeting did Shirley lay out plans for 1756?,Albany,1
In what meeting did Shirley lay out plans for 1756?,meeting in Albany in December 1755,1
In what meeting did Shirley lay out plans for 1756?,Albany in December 1755,1
In what meeting did Shirley lay out plans for 1756?,a meeting in Albany,1
What proposed attacks did Shirley plan?,"capture Niagara, Crown Point and Duquesne, he proposed attacks on Fort Frontenac on the north shore of Lake Ontario",1
What proposed attacks did Shirley plan?,Fort Frontenac,1
Where was Shirley planning an expedition?,through the wilderness of the Maine district and down the Chaudière River to attack the city of Quebec,1
Where was Shirley planning an expedition?,wilderness of the Maine district and down the Chaudière River,1
Where was Shirley planning an expedition?,the wilderness of the Maine district,1
Where was Shirley planning an expedition?,Maine,1
Where was Shirley planning an expedition?,the wilderness of the Maine district and down the Chaudière River,1
Who was appointed as second in command to Lor Loudoun in 1756?,Major General James Abercrombie,1
Who was appointed as second in command to Lor Loudoun in 1756?,Lord Loudoun,1
Who led New France reinforcements in 1756?,Major General Louis-Joseph de Montcalm,1
Who led New France reinforcements in 1756?,Lord Loudoun,1
When did England formally declare war on France?,"May 18, 1756",1
Where was there a weakness in British supply chain?,Oneida Carry,1
Where was there a weakness in British supply chain?,forts Shirley had erected at the Oneida Carry,1
What was the attack on the British weakness?,Battle of Fort Bull,1
What was the attack on the British weakness?,March Battle of Fort Bull,1
How much gun powder was destroyed in attack?,"45,000 pounds",1
What plans of the British did this attach on Oneida Carry set back?,"hopes for campaigns on Lake Ontario, and endangered the Oswego garrison",1
What plans of the British did this attach on Oneida Carry set back?,"campaigns on Lake Ontario, and endangered the Oswego garrison",1
What plans of the British did this attach on Oneida Carry set back?,campaigns on Lake Ontario,1
What plans of the British did this attach on Oneida Carry set back?,hopes for campaigns on Lake Ontario,1
Who refused to act until Loudoun approved plans?,Abercrombie,1
Where did Montcalm move his heaquarter to show strategic advancement?,Ticonderoga,1
"Where did Moncalm slip away to attack, left largely unprotected?",Oswego,1
What disagreement did Montcalm and Indians have?,disposition of prisoners' personal effects,1
What disagreement did Montcalm and Indians have?,the disposition of prisoners' personal effects,1
What disagreement did Montcalm and Indians have?,about the disposition of prisoners' personal effects,1
What was Loudoun's plans for 1757?,"attack on New France's capital, Quebec",1
What was Loudoun's plans for 1757?,"an attack on New France's capital, Quebec",1
What was Loudoun's plans for 1757?,one major operation,1
What was the purpose of Loudoun's troops at Fort Henry?,to distract Montcalm,1
What was the purpose of Loudoun's troops at Fort Henry?,distract Montcalm,1
Who ordered Loudoun to attack Louisbourg?,William Pitt,1
"Given the strength of French forces at Louisbourg, what did Loudoun do?",returned to New York amid news that a massacre had occurred at Fort William Henry.,1
"Given the strength of French forces at Louisbourg, what did Loudoun do?",returned to New York,1
What troops attacked Fort William Henry in early 1757?,French irregular forces (Canadian scouts and Indians),1
What troops attacked Fort William Henry in early 1757?,French irregular forces,1
On what lake did troops attack fort willima henry in winter?,Lake George,1
"During withdrawal from Fort William Henry, what did some Indian allies of French do?","attacked the British column, killing and capturing several hundred men, women, children, and slaves.",1
"During withdrawal from Fort William Henry, what did some Indian allies of French do?",attacked the British column,1
"During withdrawal from Fort William Henry, what did some Indian allies of French do?",attacked the British,1
What was causing New France to have issues with resupplying?,British blockade of the French coastline limited French shipping.,1
What was causing New France to have issues with resupplying?,British blockade of the French coastline,1
What was causing New France to have issues with resupplying?,British blockade,1
What other reason caused poor supply of New France from a difficult winter?,poor harvest,1
What other reason caused poor supply of New France from a difficult winter?,allegedly corrupt machinations of François Bigot,1
What other reason caused poor supply of New France from a difficult winter?,poor harvest in 1757,1
What other reason caused poor supply of New France from a difficult winter?,a poor harvest,1
Where was Montcalm focusing the defense for New France?,"St. Lawrence, with primary defenses at Carillon, Quebec, and Louisbourg,",1
Where was Montcalm focusing the defense for New France?,St. Lawrence,1
Where was Montcalm focusing the defense for New France?,the defense of the St. Lawrence,1
What led to Newcastle's fall from power as military advisor?,"British failures in North America, combined with other failures in the European theater",1
What led to Newcastle's fall from power as military advisor?,"British failures in North America, combined with other failures in the Europe",1
What led to Newcastle's fall from power as military advisor?,failures in North America,1
What led to Newcastle's fall from power as military advisor?,British failures in North America,1
Who did Abercrombie replace as commander in chief?,Loudoun,1
Who did Abercrombie replace as commander in chief?,Duke of Cumberland,1
Who did Abercrombie replace as commander in chief?,Pitt,1
Who did Abercrombie replace as commander in chief?,Newcastle,1
Pitt's plan called for what attacks?,three major offensive actions involving large numbers of regular troops,1
Pitt's plan called for what attacks?,three major offensive actions,1
How many of the Pitt's planned expeditions were successful?,"Two of the expeditions were successful, with Fort Duquesne and Louisbourg",1
How many of the Pitt's planned expeditions were successful?,Two,1
How many Frenchman won Battle of Carillon?,"3,600",1
How many Frenchman won Battle of Carillon?,"3,60",1
How many troops were defeated for British in BAttle of Carillon?,"18,000 regulars, militia and Native American allies",1
How many troops were defeated for British in BAttle of Carillon?,"18,000",1
What success did Abercrombie gain out of the defeat at Carillon?,sent John Bradstreet on an expedition that successfully destroyed Fort Frontenac,1
What success did Abercrombie gain out of the defeat at Carillon?,successfully destroyed Fort Frontenac,1
What success did Abercrombie gain out of the defeat at Carillon?,destroyed Fort Frontenac,1
What impact did this loss have on Abercrombie?,"recalled and replaced by Jeffery Amherst, victor at Louisbourg.",1
What impact did this loss have on Abercrombie?,Abercrombie was recalled and replaced,1
What impact did this loss have on Abercrombie?,was recalled and replaced by Jeffery Amherst,1
What impact did this loss have on Abercrombie?,recalled and replaced,1
What impact did this loss have on Abercrombie?,"Abercrombie was recalled and replaced by Jeffery Amherst,",1
In 1758 what was duc de Choiseul's plan for focused military efforts?,"invasion of Britain, to draw British resources away from North America and the European mainland",1
In 1758 what was duc de Choiseul's plan for focused military efforts?,invasion of Britain,1
In 1758 what was duc de Choiseul's plan for focused military efforts?,an invasion of Britain,1
How successful was the French revised efforts?,"The invasion failed both militarily and politically, as Pitt again planned significant campaigns against New France",1
How successful was the French revised efforts?,failed,1
How successful was the French revised efforts?,invasion failed,1
How successful was the French revised efforts?,The invasion failed both militarily and politically,1
What naval battles did France lose in 1759?,Lagos and Quiberon Bay.,1
What naval battles did France lose in 1759?,battles at Lagos and Quiberon Bay,1
What naval battles did France lose in 1759?,Lagos and Quiberon Bay,1
Who defeated Montcalm at Quebec?,James Wolfe,1
What was the significance of victory at Forth Niagara for British?,cut off the French frontier forts further to the west and south,1
What was the significance of victory at Forth Niagara for British?,successfully cut off the French frontier forts further to the west and south,1
What was the significance of victory at Forth Niagara for British?,cut off the French frontier forts,1
What was the significance of victory at Forth Niagara for British?,successfully cut off the French frontier forts,1
What battle outside Quebec City did British lose in 1760?,Battle of Sainte-Foy,1
What battle outside Quebec City did British lose in 1760?,Sainte-Foy,1
What victory at thwarted efforts of French relief ships.,naval Battle of the Restigouche,1
What victory at thwarted efforts of French relief ships.,Battle of the Restigouche,1
In Sept 1760 who negotiated a capitulation from Montreal?,Governor Vaudreuil,1
What were requests made to British?,"freedom to continue worshiping in their Roman Catholic tradition, continued ownership of their property,",1
What were requests made to British?,French residents who chose to remain in the colony would be given freedom,1
What were requests made to British?,"continue worshiping in their Roman Catholic tradition, continued ownership of their property, and the right to remain undisturbed",1
What British General negotiated at Montreal?,General Amherst.,1
What British General negotiated at Montreal?,General Amherst,1
What British General negotiated at Montreal?,Amherst,1
When did the North American French and Indian War end?,signing of the Treaty of Paris on 10 February 1763,1
When did the North American French and Indian War end?,10 February 1763,1
When was the European portion of the Seven Years War complete?,Treaty of Hubertusburg on 15 February 1763,1
When was the European portion of the Seven Years War complete?,15 February 1763,1
What choice did French have for surrendering land?,continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique,1
What choice did French have for surrendering land?,surrendering either its continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique,1
What choice did French have for surrendering land?,"either its continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique,",1
What choice did French have for surrendering land?,its continental North American possessions east of the Mississippi or the Caribbean islands,1
Why did France choose to give up continental lands?,value of the Caribbean islands' sugar cane to be greater and easier to defend than the furs from the continent,1
Why did France choose to give up continental lands?,They viewed the economic value of the Caribbean islands' sugar cane to be greater and easier to defend than the furs from the continent,1
Why did France choose to give up continental lands?,They viewed the economic value of the Caribbean islands' sugar cane to be greater,1
Why did France choose to give up continental lands?,value of the Caribbean islands' sugar,1
How many French colonists were gained by British?,"80,000",1
When was the deportation of Acadians?,1755,1
Where did British resettle many Acadians?,throughout its North American provinces,1
Where did British resettle many Acadians?,North American provinces,1
Where did British resettle many Acadians?,its North American provinces,1
"Although some Acadians went to France and other destiantions, what North American city did many move to?",New Orleans,1
"Although some Acadians went to France and other destiantions, what North American city did many move to?",New Orleans,1
Who issued the Royal Proclamation of 1763?,King George III,1
What was the objective of Royal Proclamation of 1763?,outlined the division and administration of the newly conquered territory,1
What was the objective of Royal Proclamation of 1763?,division and administration of the newly conquered territory,1
What was the objective of Royal Proclamation of 1763?,division and administration,1
What was the objective of Royal Proclamation of 1763?,the division and administration of the newly conquered territory,1
What lands were reserved for natives?,west of the Appalachian Mountains,1
What lands were reserved for natives?,lands west of the Appalachian Mountains,1
What did the loss mean to France?,"disappearance of a strong ally and counterweight to British expansion, leading to their ultimate dispossession",1
What did the loss mean to France?,disappearance of a strong ally and counterweight to British expansion,1
What did the loss mean to France?,elimination of French power,1
What did the loss mean to France?,.,1
What made Ohio Country vulnerable?,military roads to the area by Braddock and Forbes,1
What made Ohio Country vulnerable?,construction of military roads to the area by Braddock and Forbes,1
What made Ohio Country vulnerable?,the construction of military roads to the area,1
What made Ohio Country vulnerable?,military roads to the area,1
What made Ohio Country vulnerable?,the construction of military roads,1
When was Spanish takeover of Louisiana Territory complete?,1769,1
What natives were displaced by British takeover in Florida?,Choctaw and the Creek,1
What natives were displaced by British takeover in Florida?,tribes that did not want to do business with the British,1
Where did many Spanish Catholic move after British takeover in Florida?,"Most went to Cuba,",1
Where did many Spanish Catholic move after British takeover in Florida?,Most went to Cuba,1
Where did many Spanish Catholic move after British takeover in Florida?,Cuba,1
What concept did philosophers in antiquity use to study simple machines?,force,1
What concept did philosophers in antiquity use to study simple machines?,the concept of force,1
What was the belief that maintaining motion required force?,fundamental error,1
What was the belief that maintaining motion required force?,A fundamental error,1
Who had mathmatical insite?,Sir Isaac Newton,1
How long did it take to improve on Sir Isaac Newton's laws of motion?,nearly three hundred years,1
How long did it take to improve on Sir Isaac Newton's laws of motion?,three hundred years,1
Who develped the theory of relativity?,Einstein,1
What has partical physics made to describe sub-atomic forces?,Standard Model,1
What has partical physics made to describe sub-atomic forces?,a Standard Model,1
What are the exchanged particles predicted by the standard Model?,gauge bosons,1
What is the strongest main interaction?,strong,1
What is the strongest main interaction?,"strong,",1
What is the strongest main interaction?,"strong, electromagnetic",1
What is the weakest main interaction?,gravitational,1
What are weak and electromatic forces expressions of?,electroweak interaction,1
What are weak and electromatic forces expressions of?,a more fundamental electroweak interaction,1
What are weak and electromatic forces expressions of?,more fundamental electroweak interaction.,1
